,검색이름,유저,맥주이름,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
18475,guinness braught,123014,Guinness Draught,3.5,7,3,6,4,15
18476,guinness braught,49156,Guinness Draught,3.3,7,4,6,3,13
18477,guinness braught,87692,Guinness Draught,3.6,6,5,7,4,14
18478,guinness braught,124233,Guinness Draught,3.6,6,5,7,3,15
18479,guinness braught,119503,Guinness Draught,3.5,6,4,6,4,15
18480,guinness braught,118112,Guinness Draught,3.5,5,5,7,3,15
18481,guinness braught,96867,Guinness Draught,3.9,7,5,8,4,15
18482,guinness braught,128272,Guinness Draught,3.5,8,4,7,2,14
18483,guinness braught,117100,Guinness Draught,4.5,10,5,9,4,17
18484,guinness braught,127864,Guinness Draught,2.7,5,3,5,4,10
18485,guinness braught,54234,Guinness Draught,3.1,5,4,6,4,12
18486,guinness braught,123656,Guinness Draught,2.9,4,4,4,4,13
18487,guinness braught,84766,Guinness Draught,2.9,4,5,6,2,12
18488,guinness braught,127222,Guinness Draught,3.7,5,5,7,5,15
18489,guinness braught,96358,Guinness Draught,4.0,7,5,8,4,16
18490,guinness braught,119110,Guinness Draught,3.4,6,4,6,4,14
18491,guinness braught,121478,Guinness Draught,4.4,10,5,8,4,17
18492,guinness braught,104241,Guinness Draught,3.1,7,4,6,3,11
18493,guinness braught,52639,Guinness Draught,4.0,9,5,7,3,16
18494,guinness braught,127253,Guinness Draught,4.4,8,5,9,5,17
18495,guinness braught,87126,Guinness Draught,2.2,4,4,3,2,9
18496,guinness braught,127273,Guinness Draught,4.4,9,5,9,4,17
18497,guinness braught,121664,Guinness Draught,3.6,7,4,7,4,14
18498,guinness braught,107625,Guinness Draught,2.3,4,5,3,3,8
18499,guinness braught,126881,Guinness Draught,4.1,7,5,8,5,16
18500,guinness braught,126339,Guinness Draught,4.7,7,5,10,5,20
18501,guinness braught,124092,Guinness Draught,2.3,4,3,5,1,10
18502,guinness braught,118356,Guinness Draught,5.0,10,5,10,5,20
18503,guinness braught,126638,Guinness Draught,4.4,9,5,7,5,18
18504,guinness braught,104179,Guinness Draught,3.7,6,4,7,4,16
18505,guinness braught,126618,Guinness Draught,5.0,10,5,10,5,20
18506,guinness braught,126162,Guinness Draught,4.5,8,5,9,5,18
18507,guinness braught,121285,Guinness Draught,3.4,7,5,7,3,12
18508,guinness braught,99279,Guinness Draught,3.5,7,5,6,4,13
18509,guinness braught,56682,Guinness Draught,2.9,6,5,5,4,9
18510,guinness braught,63127,Guinness Draught,3.1,4,3,6,4,14
18511,guinness braught,100609,Guinness Draught,2.8,5,5,4,4,10
18512,guinness braught,18632,Guinness Draught,3.1,6,4,6,3,12
18513,guinness braught,123983,Guinness Draught,3.6,6,5,7,4,14
18514,guinness braught,101051,Guinness Draught,3.5,7,4,7,3,14
18515,guinness braught,87951,Guinness Draught,3.3,6,3,6,3,15
18516,guinness braught,110664,Guinness Draught,3.2,5,4,6,4,13
18517,guinness braught,120804,Guinness Draught,3.2,6,4,6,2,14
18518,guinness braught,71230,Guinness Draught,2.9,5,4,5,2,13
18519,guinness braught,97549,Guinness Draught,3.3,6,5,6,3,13
18520,guinness braught,117609,Guinness Draught,2.7,2,5,4,4,12
18521,guinness braught,118711,Guinness Draught,2.8,3,5,5,5,10
18522,guinness braught,54799,Guinness Draught,3.2,5,4,6,3,14
18523,guinness braught,111962,Guinness Draught,3.6,6,5,6,4,15
18524,guinness braught,113257,Guinness Draught,3.4,6,5,6,5,12
18525,guinness braught,121590,Guinness Draught,2.8,5,4,5,3,11
18526,guinness braught,124815,Guinness Draught,3.7,5,5,7,5,15
18527,guinness braught,125366,Guinness Draught,4.4,8,5,9,4,18
18528,guinness braught,121243,Guinness Draught,2.7,5,3,5,3,11
18529,guinness braught,125231,Guinness Draught,2.5,5,4,5,2,9
18530,guinness braught,122014,Guinness Draught,3.8,8,5,8,3,14
18531,guinness braught,121903,Guinness Draught,3.1,7,3,7,3,11
18532,guinness braught,100446,Guinness Draught,3.5,6,3,7,4,15
18533,guinness braught,119686,Guinness Draught,2.9,5,5,5,2,12
18534,guinness braught,93638,Guinness Draught,3.8,7,4,8,3,16
18535,guinness braught,124638,Guinness Draught,4.2,5,5,9,4,19
18536,guinness braught,123267,Guinness Draught,3.3,7,3,7,3,13
18537,guinness braught,86645,Guinness Draught,3.2,6,4,7,3,12
18538,guinness braught,49328,Guinness Draught,3.2,5,5,7,3,12
18539,guinness braught,121469,Guinness Draught,2.5,5,4,5,2,9
18540,guinness braught,108854,Guinness Draught,3.6,6,5,6,4,15
18541,guinness braught,91284,Guinness Draught,2.8,5,4,5,2,12
18542,guinness braught,97332,Guinness Draught,4.1,5,5,8,5,18
18543,guinness braught,90871,Guinness Draught,3.5,6,4,7,3,15
18544,guinness braught,123542,Guinness Draught,5.0,10,5,10,5,20
18545,guinness braught,123903,Guinness Draught,3.2,6,4,7,2,13
18546,guinness braught,123377,Guinness Draught,3.8,7,4,8,3,16
18547,guinness braught,123724,Guinness Draught,3.8,5,5,7,5,16
18548,guinness braught,14594,Guinness Draught,3.7,7,5,7,3,15
18549,guinness braught,52892,Guinness Draught,3.4,6,4,7,3,14
18550,guinness braught,123133,Guinness Draught,3.9,7,4,8,4,16
18551,guinness braught,62126,Guinness Draught,3.4,6,5,6,3,14
18552,guinness braught,92066,Guinness Draught,2.7,6,4,5,2,10
18553,guinness braught,122449,Guinness Draught,3.6,6,5,7,4,14
18554,guinness braught,112756,Guinness Draught,3.6,6,5,7,4,14
18555,guinness braught,111188,Guinness Draught,3.0,6,4,6,2,12
18556,guinness braught,122479,Guinness Draught,4.0,8,4,8,4,16
18557,guinness braught,122549,Guinness Draught,3.0,6,3,6,3,12
18558,guinness braught,122631,Guinness Draught,3.4,7,5,3,4,15
18559,guinness braught,115161,Guinness Draught,3.7,6,4,7,4,16
18560,guinness braught,80077,Guinness Draught,3.7,7,5,7,5,13
18561,guinness braught,121954,Guinness Draught,4.7,9,5,9,5,19
18562,guinness braught,114361,Guinness Draught,3.3,6,5,5,4,13
18563,guinness braught,83289,Guinness Draught,3.4,6,4,7,3,14
18564,guinness braught,116895,Guinness Draught,2.5,5,5,4,4,7
18565,guinness braught,102030,Guinness Draught,4.9,10,5,9,5,20
18566,guinness braught,100801,Guinness Draught,2.4,4,4,4,3,9
18567,guinness braught,32028,Guinness Draught,3.7,7,5,7,4,14
18568,guinness braught,97108,Guinness Draught,2.4,4,4,3,4,9
18569,guinness braught,121320,Guinness Draught,3.4,5,4,7,4,14
18570,guinness braught,104712,Guinness Draught,2.3,5,4,4,3,7
18571,guinness braught,120728,Guinness Draught,3.3,6,3,6,3,15
18572,guinness braught,104498,Guinness Draught,3.5,6,5,7,4,13
18573,guinness braught,119569,Guinness Draught,1.9,5,3,2,3,6
18574,guinness braught,118551,Guinness Draught,3.0,5,3,7,3,12
18575,guinness braught,118657,Guinness Draught,4.0,6,5,6,5,18
18576,guinness braught,120835,Guinness Draught,3.5,7,4,7,3,14
18577,guinness braught,21946,Guinness Draught,1.3,2,3,3,2,3
18578,guinness braught,120639,Guinness Draught,3.8,7,5,7,4,15
18579,guinness braught,64278,Guinness Draught,3.0,6,4,5,3,12
18580,guinness braught,114271,Guinness Draught,3.2,5,4,6,3,14
18581,guinness braught,85859,Guinness Draught,2.7,7,4,6,2,8
18582,guinness braught,120440,Guinness Draught,1.4,8,3,1,1,1
18583,guinness braught,109010,Guinness Draught,3.5,6,5,6,4,14
18584,guinness braught,108849,Guinness Draught,3.5,5,4,7,4,15
18585,guinness braught,97231,Guinness Draught,3.5,7,4,7,3,14
18586,guinness braught,37058,Guinness Draught,3.3,6,4,6,3,14
18587,guinness braught,120240,Guinness Draught,3.0,6,4,6,3,11
18588,guinness braught,53128,Guinness Draught,3.0,6,4,6,3,11
18589,guinness braught,81829,Guinness Draught,3.2,6,4,6,3,13
18590,guinness braught,120004,Guinness Draught,2.2,2,4,4,3,9
18591,guinness braught,116885,Guinness Draught,3.0,6,4,5,3,12
18592,guinness braught,81869,Guinness Draught,3.0,4,4,5,4,13
18593,guinness braught,76167,Guinness Draught,3.5,7,5,6,4,13
18594,guinness braught,10370,Guinness Draught,1.5,3,3,3,2,4
18595,guinness braught,117960,Guinness Draught,2.8,3,4,6,3,12
18596,guinness braught,118153,Guinness Draught,3.0,4,5,6,3,12
18597,guinness braught,111918,Guinness Draught,3.4,6,5,6,3,14
18598,guinness braught,110475,Guinness Draught,3.4,6,5,6,3,14
18599,guinness braught,117080,Guinness Draught,4.3,7,5,9,4,18
18600,guinness braught,115343,Guinness Draught,3.2,6,5,5,3,13
18601,guinness braught,65843,Guinness Draught,3.6,6,4,7,4,15
18602,guinness braught,105505,Guinness Draught,2.9,7,4,4,2,12
18603,guinness braught,102838,Guinness Draught,3.8,6,4,8,4,16
18604,guinness braught,72519,Guinness Draught,3.8,7,5,7,4,15
18605,guinness braught,118847,Guinness Draught,5.0,10,5,10,5,20
18606,guinness braught,75216,Guinness Draught,2.6,4,3,6,2,11
18607,guinness braught,113553,Guinness Draught,3.8,7,5,7,4,15
18608,guinness braught,117564,Guinness Draught,2.3,5,3,4,2,9
18609,guinness braught,117151,Guinness Draught,3.9,8,4,7,4,16
18610,guinness braught,116460,Guinness Draught,0.5,1,1,1,1,1
18611,guinness braught,21776,Guinness Draught,2.8,5,3,5,3,12
18612,guinness braught,112403,Guinness Draught,2.8,5,4,5,4,10
18613,guinness braught,69057,Guinness Draught,3.6,6,5,6,4,15
18614,guinness braught,112008,Guinness Draught,2.6,6,4,3,3,10
18615,guinness braught,117576,Guinness Draught,3.4,8,5,1,4,16
18616,guinness braught,117246,Guinness Draught,3.3,6,5,6,2,14
18617,guinness braught,15008,Guinness Draught,3.0,3,5,7,3,12
18618,guinness braught,116965,Guinness Draught,4.4,9,5,9,4,17
18619,guinness braught,110823,Guinness Draught,2.8,6,5,5,3,9
18620,guinness braught,113035,Guinness Draught,2.8,5,3,5,3,12
18621,guinness braught,111902,Guinness Draught,3.2,6,3,7,3,13
18622,guinness braught,97357,Guinness Draught,3.4,6,4,6,3,15
18623,guinness braught,26399,Guinness Draught,3.3,6,4,6,3,14
18624,guinness braught,81514,Guinness Draught,3.8,3,5,8,5,17
18625,guinness braught,114284,Guinness Draught,3.5,5,5,7,4,14
18626,guinness braught,115950,Guinness Draught,4.4,9,5,8,4,18
18627,guinness braught,63302,Guinness Draught,3.0,5,4,6,4,11
18628,guinness braught,115706,Guinness Draught,1.9,4,5,2,2,6
18629,guinness braught,98344,Guinness Draught,3.6,7,4,7,4,14
18630,guinness braught,71566,Guinness Draught,2.9,6,4,6,3,10
18631,guinness braught,103607,Guinness Draught,3.0,6,5,6,2,11
18632,guinness braught,112546,Guinness Draught,3.3,6,5,6,4,12
18633,guinness braught,106708,Guinness Draught,4.3,5,5,9,5,19
18634,guinness braught,92005,Guinness Draught,2.4,3,5,5,3,8
18635,guinness braught,86282,Guinness Draught,3.4,6,4,8,4,12
18636,guinness braught,110888,Guinness Draught,3.6,7,3,7,4,15
18637,guinness braught,112867,Guinness Draught,3.2,6,4,6,4,12
18638,guinness braught,113337,Guinness Draught,3.2,5,3,5,5,14
18639,guinness braught,113866,Guinness Draught,4.0,7,5,7,3,18
18640,guinness braught,114708,Guinness Draught,4.5,8,5,9,5,18
18641,guinness braught,96420,Guinness Draught,3.5,6,4,7,3,15
18642,guinness braught,108661,Guinness Draught,3.8,7,5,8,3,15
18643,guinness braught,113998,Guinness Draught,3.9,7,4,8,4,16
18644,guinness braught,105953,Guinness Draught,1.9,3,5,3,1,7
18645,guinness braught,113431,Guinness Draught,4.4,9,5,9,3,18
18646,guinness braught,85448,Guinness Draught,3.5,7,4,7,3,14
18647,guinness braught,99781,Guinness Draught,2.8,5,4,5,2,12
18648,guinness braught,108495,Guinness Draught,3.9,7,5,7,4,16
18649,guinness braught,110452,Guinness Draught,2.5,4,5,4,3,9
18650,guinness braught,91796,Guinness Draught,3.3,5,4,6,4,14
18651,guinness braught,113668,Guinness Draught,2.7,6,4,4,3,10
18652,guinness braught,109302,Guinness Draught,2.7,6,4,6,2,9
18653,guinness braught,113828,Guinness Draught,2.1,4,5,4,2,6
18654,guinness braught,89487,Guinness Draught,2.8,5,4,5,3,11
18655,guinness braught,96924,Guinness Draught,3.3,4,5,5,5,14
18656,guinness braught,111817,Guinness Draught,3.3,5,5,6,2,15
18657,guinness braught,113586,Guinness Draught,3.6,5,5,7,4,15
18658,guinness braught,107840,Guinness Draught,3.0,4,5,6,3,12
18659,guinness braught,97534,Guinness Draught,3.2,7,5,6,2,12
18660,guinness braught,55469,Guinness Draught,3.1,6,4,6,3,12
18661,guinness braught,113271,Guinness Draught,4.1,7,5,8,4,17
18662,guinness braught,113090,Guinness Draught,4.7,9,5,9,5,19
18663,guinness braught,104213,Guinness Draught,3.3,6,4,7,3,13
18664,guinness braught,112746,Guinness Draught,3.7,8,5,6,4,14
18665,guinness braught,76854,Guinness Draught,3.4,7,4,7,3,13
18666,guinness braught,86109,Guinness Draught,3.1,6,5,6,2,12
18667,guinness braught,111816,Guinness Draught,3.3,8,5,5,3,12
18668,guinness braught,110909,Guinness Draught,4.2,6,5,9,4,18
18669,guinness braught,93786,Guinness Draught,3.8,7,5,7,4,15
18670,guinness braught,111880,Guinness Draught,3.9,3,5,10,4,17
18671,guinness braught,110476,Guinness Draught,3.0,5,4,6,3,12
18672,guinness braught,90319,Guinness Draught,3.2,7,4,6,3,12
18673,guinness braught,111655,Guinness Draught,4.4,8,5,9,4,18
18674,guinness braught,98885,Guinness Draught,2.4,3,5,4,3,9
18675,guinness braught,95424,Guinness Draught,3.2,5,4,7,3,13
18676,guinness braught,92202,Guinness Draught,3.8,6,4,7,4,17
18677,guinness braught,111523,Guinness Draught,4.3,9,3,9,3,19
18678,guinness braught,86641,Guinness Draught,3.2,6,4,7,3,12
18679,guinness braught,104537,Guinness Draught,3.4,6,4,6,4,14
18680,guinness braught,80551,Guinness Draught,2.9,7,4,5,1,12
18681,guinness braught,89991,Guinness Draught,2.9,5,5,6,2,11
18682,guinness braught,110803,Guinness Draught,1.7,5,4,2,1,5
18683,guinness braught,104701,Guinness Draught,3.0,3,3,7,3,14
18684,guinness braught,101995,Guinness Draught,3.4,6,4,7,4,13
18685,guinness braught,53896,Guinness Draught,3.4,7,4,6,4,13
18686,guinness braught,85736,Guinness Draught,3.3,6,5,6,3,13
18687,guinness braught,101943,Guinness Draught,2.5,5,4,5,1,10
18688,guinness braught,107651,Guinness Draught,2.8,5,5,3,5,10
18689,guinness braught,110687,Guinness Draught,2.4,5,3,5,3,8
18690,guinness braught,100388,Guinness Draught,3.5,5,5,7,4,14
18691,guinness braught,109415,Guinness Draught,3.3,8,4,7,4,10
18692,guinness braught,96862,Guinness Draught,4.1,5,5,9,4,18
18693,guinness braught,100269,Guinness Draught,2.5,5,5,4,5,6
18694,guinness braught,68928,Guinness Draught,4.0,8,4,8,4,16
18695,guinness braught,35964,Guinness Draught,3.7,7,5,7,4,14
18696,guinness braught,104742,Guinness Draught,2.7,6,4,5,2,10
18697,guinness braught,108637,Guinness Draught,2.1,8,4,2,2,5
18698,guinness braught,110026,Guinness Draught,5.0,10,5,10,5,20
18699,guinness braught,84280,Guinness Draught,4.0,8,5,8,4,15
18700,guinness braught,109999,Guinness Draught,4.9,10,5,9,5,20
18701,guinness braught,92650,Guinness Draught,3.2,6,5,6,3,12
18702,guinness braught,107001,Guinness Draught,4.0,8,4,8,4,16
18703,guinness braught,98437,Guinness Draught,3.4,6,4,6,4,14
18704,guinness braught,19685,Guinness Draught,3.4,6,4,7,3,14
18705,guinness braught,71531,Guinness Draught,2.9,5,5,6,3,10
18706,guinness braught,109463,Guinness Draught,4.3,6,5,9,4,19
18707,guinness braught,90172,Guinness Draught,3.6,5,5,6,5,15
18708,guinness braught,102650,Guinness Draught,3.9,7,5,8,3,16
18709,guinness braught,108917,Guinness Draught,4.5,9,5,9,4,18
18710,guinness braught,107825,Guinness Draught,3.4,2,5,7,4,16
18711,guinness braught,86175,Guinness Draught,3.2,5,3,6,3,15
18712,guinness braught,16637,Guinness Draught,4.0,6,5,8,4,17
18713,guinness braught,108603,Guinness Draught,3.8,6,5,6,5,16
18714,guinness braught,76815,Guinness Draught,2.6,5,3,5,3,10
18715,guinness braught,107558,Guinness Draught,3.6,7,3,7,4,15
18716,guinness braught,103887,Guinness Draught,4.3,8,5,9,4,17
18717,guinness braught,104072,Guinness Draught,3.3,6,4,7,2,14
18718,guinness braught,99352,Guinness Draught,3.6,7,5,6,3,15
18719,guinness braught,108241,Guinness Draught,3.6,8,4,8,3,13
18720,guinness braught,108115,Guinness Draught,3.7,7,5,6,4,15
18721,guinness braught,103241,Guinness Draught,2.9,7,4,6,2,10
18722,guinness braught,108014,Guinness Draught,4.8,8,5,10,5,20
18723,guinness braught,4000,Guinness Draught,2.8,5,4,6,3,10
18724,guinness braught,13438,Guinness Draught,3.5,7,3,7,3,15
18725,guinness braught,87088,Guinness Draught,2.8,5,4,5,2,12
18726,guinness braught,107605,Guinness Draught,2.8,1,4,5,3,15
18727,guinness braught,107440,Guinness Draught,2.9,4,5,6,3,11
18728,guinness braught,95698,Guinness Draught,3.5,8,5,7,2,13
18729,guinness braught,107034,Guinness Draught,4.7,9,5,9,5,19
18730,guinness braught,76446,Guinness Draught,4.5,5,5,10,5,20
18731,guinness braught,105406,Guinness Draught,2.3,4,3,4,3,9
18732,guinness braught,103496,Guinness Draught,3.0,6,3,6,4,11
18733,guinness braught,95542,Guinness Draught,3.1,5,5,6,3,12
18734,guinness braught,103915,Guinness Draught,3.1,6,4,5,3,13
18735,guinness braught,87911,Guinness Draught,3.4,7,5,7,3,12
18736,guinness braught,79765,Guinness Draught,3.6,6,4,7,4,15
18737,guinness braught,93888,Guinness Draught,3.4,6,4,6,4,14
18738,guinness braught,93636,Guinness Draught,3.0,3,4,6,4,13
18739,guinness braught,105036,Guinness Draught,3.5,8,5,6,3,13
18740,guinness braught,105416,Guinness Draught,3.4,7,5,5,3,14
18741,guinness braught,92482,Guinness Draught,2.6,5,4,4,1,12
18742,guinness braught,103581,Guinness Draught,4.0,8,4,8,3,17
18743,guinness braught,97051,Guinness Draught,3.1,6,5,6,2,12
18744,guinness braught,55830,Guinness Draught,3.6,6,4,6,4,16
18745,guinness braught,99890,Guinness Draught,3.3,6,5,6,4,12
18746,guinness braught,75700,Guinness Draught,4.2,8,5,8,4,17
18747,guinness braught,104200,Guinness Draught,3.3,5,5,6,4,13
18748,guinness braught,33140,Guinness Draught,3.3,6,3,6,3,15
18749,guinness braught,101536,Guinness Draught,4.0,9,5,8,4,14
18750,guinness braught,101339,Guinness Draught,3.0,5,4,6,3,12
18751,guinness braught,60646,Guinness Draught,3.5,6,4,5,5,15
18752,guinness braught,97528,Guinness Draught,3.1,6,4,6,4,11
18753,guinness braught,82173,Guinness Draught,3.3,6,5,7,2,13
18754,guinness braught,94733,Guinness Draught,3.6,7,4,7,4,14
18755,guinness braught,58184,Guinness Draught,3.5,7,3,8,3,14
18756,guinness braught,21944,Guinness Draught,4.0,8,4,8,4,16
18757,guinness braught,96410,Guinness Draught,3.4,6,5,7,3,13
18758,guinness braught,103636,Guinness Draught,1.9,4,4,3,1,7
18759,guinness braught,63093,Guinness Draught,3.4,6,5,6,3,14
18760,guinness braught,93933,Guinness Draught,4.2,8,4,9,3,18
18761,guinness braught,54143,Guinness Draught,3.5,7,5,7,4,12
18762,guinness braught,36846,Guinness Draught,3.9,6,5,8,4,16
18763,guinness braught,98117,Guinness Draught,4.4,8,5,9,4,18
18764,guinness braught,96194,Guinness Draught,3.4,5,5,7,3,14
18765,guinness braught,27740,Guinness Draught,3.4,6,4,7,3,14
18766,guinness braught,15153,Guinness Draught,3.8,6,5,7,3,17
18767,guinness braught,50916,Guinness Draught,3.2,6,4,6,2,14
18768,guinness braught,77725,Guinness Draught,3.5,6,4,6,4,15
18769,guinness braught,70890,Guinness Draught,4.2,8,5,8,5,16
18770,guinness braught,80568,Guinness Draught,3.4,4,5,8,4,13
18771,guinness braught,65952,Guinness Draught,3.7,7,4,7,4,15
18772,guinness braught,100434,Guinness Draught,3.1,5,4,6,3,13
18773,guinness braught,44558,Guinness Draught,3.4,8,5,6,3,12
18774,guinness braught,97634,Guinness Draught,2.7,7,5,5,2,8
18775,guinness braught,85382,Guinness Draught,3.5,7,5,7,3,13
18776,guinness braught,97520,Guinness Draught,3.4,7,4,6,3,14
18777,guinness braught,90466,Guinness Draught,3.0,6,4,5,3,12
18778,guinness braught,102089,Guinness Draught,3.2,5,4,6,4,13
18779,guinness braught,88581,Guinness Draught,2.7,5,4,6,3,9
18780,guinness braught,96351,Guinness Draught,5.0,10,5,10,5,20
18781,guinness braught,91674,Guinness Draught,3.1,6,3,6,3,13
18782,guinness braught,100462,Guinness Draught,4.0,7,5,6,4,18
18783,guinness braught,87072,Guinness Draught,2.4,5,4,5,2,8
18784,guinness braught,101143,Guinness Draught,3.2,6,5,6,2,13
18785,guinness braught,100554,Guinness Draught,3.0,6,4,5,3,12
18786,guinness braught,102335,Guinness Draught,4.4,8,5,8,5,18
18787,guinness braught,90841,Guinness Draught,4.0,8,5,7,3,17
18788,guinness braught,42554,Guinness Draught,4.1,7,5,8,4,17
18789,guinness braught,101395,Guinness Draught,4.3,7,5,9,4,18
18790,guinness braught,22435,Guinness Draught,3.5,5,5,5,5,15
18791,guinness braught,94443,Guinness Draught,3.3,7,3,6,3,14
18792,guinness braught,100536,Guinness Draught,2.6,3,4,5,3,11
18793,guinness braught,95999,Guinness Draught,3.7,7,4,7,4,15
18794,guinness braught,96974,Guinness Draught,2.5,3,4,5,4,9
18795,guinness braught,101798,Guinness Draught,3.7,7,5,8,1,16
18796,guinness braught,87165,Guinness Draught,2.9,6,4,6,3,10
18797,guinness braught,96566,Guinness Draught,3.1,4,4,6,3,14
18798,guinness braught,100242,Guinness Draught,4.0,6,5,9,4,16
18799,guinness braught,94160,Guinness Draught,3.7,7,5,7,4,14
18800,guinness braught,85135,Guinness Draught,3.4,6,5,6,3,14
18801,guinness braught,96469,Guinness Draught,2.6,5,3,5,2,11
18802,guinness braught,97302,Guinness Draught,3.2,7,3,6,3,13
18803,guinness braught,99740,Guinness Draught,4.0,7,4,8,3,18
18804,guinness braught,101285,Guinness Draught,5.0,10,5,10,5,20
18805,guinness braught,101331,Guinness Draught,2.1,4,4,3,4,6
18806,guinness braught,93635,Guinness Draught,3.1,5,4,6,3,13
18807,guinness braught,46534,Guinness Draught,3.9,6,4,8,3,18
18808,guinness braught,87837,Guinness Draught,3.4,6,5,6,4,13
18809,guinness braught,100287,Guinness Draught,3.0,4,4,5,4,13
18810,guinness braught,95815,Guinness Draught,1.1,2,4,2,2,1
18811,guinness braught,87710,Guinness Draught,3.6,6,5,6,4,15
18812,guinness braught,98951,Guinness Draught,4.0,7,5,7,4,17
18813,guinness braught,96538,Guinness Draught,2.4,4,3,5,2,10
18814,guinness braught,75242,Guinness Draught,3.0,5,5,6,2,12
18815,guinness braught,21232,Guinness Draught,2.8,5,3,6,3,11
18816,guinness braught,98147,Guinness Draught,3.3,6,5,7,3,12
18817,guinness braught,100064,Guinness Draught,0.8,2,2,1,1,2
18818,guinness braught,86154,Guinness Draught,3.3,7,4,7,3,12
18819,guinness braught,98158,Guinness Draught,4.4,8,5,8,5,18
18820,guinness braught,24014,Guinness Draught,3.4,7,4,7,3,13
18821,guinness braught,13401,Guinness Draught,3.3,6,4,6,3,14
18822,guinness braught,98909,Guinness Draught,2.9,5,5,6,3,10
18823,guinness braught,48899,Guinness Draught,2.4,6,3,4,1,10
18824,guinness braught,97034,Guinness Draught,3.8,5,5,8,4,16
18825,guinness braught,99672,Guinness Draught,3.4,6,5,6,3,14
18826,guinness braught,98329,Guinness Draught,3.5,6,4,7,3,15
18827,guinness braught,41908,Guinness Draught,4.4,6,5,9,5,19
18828,guinness braught,95690,Guinness Draught,4.8,9,5,10,5,19
18829,guinness braught,98012,Guinness Draught,3.0,4,4,6,4,12
18830,guinness braught,99124,Guinness Draught,4.2,7,5,8,4,18
18831,guinness braught,37612,Guinness Draught,3.2,8,4,5,3,12
18832,guinness braught,38596,Guinness Draught,3.3,7,4,6,3,13
18833,guinness braught,98955,Guinness Draught,4.6,10,5,10,3,18
18834,guinness braught,98528,Guinness Draught,2.4,4,4,4,2,10
18835,guinness braught,85741,Guinness Draught,3.1,7,5,6,2,11
18836,guinness braught,82398,Guinness Draught,2.3,5,3,3,3,9
18837,guinness braught,92997,Guinness Draught,3.2,6,4,7,3,12
18838,guinness braught,95287,Guinness Draught,3.6,7,4,7,4,14
18839,guinness braught,87238,Guinness Draught,3.5,7,3,7,4,14
18840,guinness braught,69894,Guinness Draught,4.1,7,5,7,4,18
18841,guinness braught,44772,Guinness Draught,2.4,4,4,4,3,9
18842,guinness braught,98527,Guinness Draught,4.3,7,5,9,5,17
18843,guinness braught,79809,Guinness Draught,2.5,3,5,4,4,9
18844,guinness braught,89396,Guinness Draught,3.1,4,5,6,4,12
18845,guinness braught,93900,Guinness Draught,3.5,7,5,6,3,14
18846,guinness braught,98151,Guinness Draught,4.3,8,5,8,4,18
18847,guinness braught,27391,Guinness Draught,4.5,9,5,9,5,17
18848,guinness braught,91588,Guinness Draught,4.0,7,4,7,4,18
18849,guinness braught,92942,Guinness Draught,3.2,6,3,6,3,14
18850,guinness braught,74227,Guinness Draught,3.3,7,4,7,3,12
18851,guinness braught,97656,Guinness Draught,3.5,6,5,6,3,15
18852,guinness braught,97262,Guinness Draught,3.5,7,5,7,3,13
18853,guinness braught,60294,Guinness Draught,2.5,5,5,5,2,8
18854,guinness braught,97542,Guinness Draught,3.6,5,5,7,4,15
18855,guinness braught,96961,Guinness Draught,4.2,7,4,8,4,19
18856,guinness braught,32218,Guinness Draught,3.3,5,5,6,4,13
18857,guinness braught,43711,Guinness Draught,3.0,4,4,6,4,12
18858,guinness braught,83882,Guinness Draught,3.9,7,5,8,5,14
18859,guinness braught,95853,Guinness Draught,3.4,6,4,7,3,14
18860,guinness braught,64463,Guinness Draught,3.3,7,5,6,4,11
18861,guinness braught,55734,Guinness Draught,3.2,6,5,6,3,12
18862,guinness braught,93457,Guinness Draught,3.6,7,5,6,4,14
18863,guinness braught,86588,Guinness Draught,3.5,6,4,7,4,14
18864,guinness braught,87203,Guinness Draught,3.6,7,4,6,4,15
18865,guinness braught,96415,Guinness Draught,3.5,6,4,6,3,16
18866,guinness braught,89413,Guinness Draught,3.5,6,4,6,4,15
18867,guinness braught,68427,Guinness Draught,2.7,5,3,5,2,12
18868,guinness braught,62532,Guinness Draught,4.4,8,5,8,4,19
18869,guinness braught,72330,Guinness Draught,0.5,1,1,1,1,1
18870,guinness braught,48598,Guinness Draught,3.1,6,4,6,3,12
18871,guinness braught,89133,Guinness Draught,2.8,5,4,5,2,12
18872,guinness braught,22437,Guinness Draught,3.7,5,4,7,4,17
18873,guinness braught,95246,Guinness Draught,2.7,7,5,4,3,8
18874,guinness braught,87287,Guinness Draught,3.8,5,5,5,5,18
18875,guinness braught,79978,Guinness Draught,4.1,10,5,7,4,15
18876,guinness braught,80641,Guinness Draught,3.3,6,3,7,4,13
18877,guinness braught,95615,Guinness Draught,2.8,5,4,6,3,10
18878,guinness braught,56918,Guinness Draught,3.2,5,5,5,3,14
18879,guinness braught,96414,Guinness Draught,4.3,8,5,8,4,18
18880,guinness braught,96383,Guinness Draught,3.6,7,4,5,3,17
18881,guinness braught,96356,Guinness Draught,2.4,2,5,3,4,10
18882,guinness braught,61401,Guinness Draught,2.3,4,3,5,2,9
18883,guinness braught,96334,Guinness Draught,4.3,8,5,8,3,19
18884,guinness braught,96172,Guinness Draught,3.7,7,5,6,4,15
